Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60142","Leoben Donawitz Kindergarten","SPO.06.142.1398.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.076","ug/m3","95.62","1","Background","Suburban","15.0741","47.3753","555.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.142&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60172","Graz Mitte Gries","SPO.06.172.64039.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","26.723","ug/m3","95.39","1","Background","Urban","15.4319","47.0692","366.0","Graz                                                                            ","AT002C1                                           ","269997","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.172&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60137","Hochgössnitz","SPO.06.137.1792.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","4.137","ug/m3","95.66","1","Background","Rural","15.0167","47.0592","900.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.137&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60151","Bockberg","SPO.06.151.1388.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.716","ug/m3","95.63","1","Background","Rural","15.4958","46.8714","449.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.151&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.04","Amt der Oberösterreichischen Landesregierung","AT4S416","Linz Neue Welt","SPO.04.S416.510.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","27.965","ug/m3","94.06","1","Background","Suburban","14.3148","48.2733","265.0","Linz                                                                            ","AT003C1                                           ","193814","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.04.S416&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.05","Amt der Salzburger Landesregierung","AT51200","Salzburg Lehener Park, Franz Martin-Straße 1","SPO.05.1200.1765.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.552","ug/m3","95.70","1","Background","Suburban","13.0349","47.8156","420.0","Salzburg                                                                        ","AT004C1                                           ","146631","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.05.1200&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60107","Voitsberg Mühlgasse","SPO.06.107.3803.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.835","ug/m3","95.63","1","Background","Suburban","15.1528","47.0447","390.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.107&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.05","Amt der Salzburger Landesregierung","AT52100","Hallein Winterstall","SPO.05.2100.1760.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","9.781","ug/m3","95.63","1","Background","Rural","13.1060","47.6670","650.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.05.2100&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60114","Zeltweg Hauptschule","SPO.06.114.1473.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.924","ug/m3","95.41","1","Background","Suburban","14.7533","47.1925","675.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.114&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60118","Judenburg, Sportplatz","SPO.06.118.1797.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","11.478","ug/m3","95.55","1","Background","Suburban","14.6767","47.1781","715.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.118&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60145","Kapfenberg St. Martin","SPO.06.145.1802.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","16.482","ug/m3","95.59","1","Background","Suburban","15.2903","47.4458","517.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.145&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60177","Liezen Pyhrnbach","SPO.06.177.66041.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.571","ug/m3","95.66","1","Background","Suburban","14.2447","47.5654","649.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.177&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.05","Amt der Salzburger Landesregierung","AT53055","Haunsberg","SPO.05.3055.1934.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","6.779","ug/m3","95.55","1","Background","Rural","13.0158","47.9367","730.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.05.3055&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.05","Amt der Salzburger Landesregierung","AT55032","Tamsweg Untere Postgasse","SPO.05.5032.1383.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","13.731","ug/m3","95.48","1","Background","Suburban","13.8080","47.1257","1025.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.05.5032&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60198","Fürstenfeld Ungartorweg","SPO.06.198.56328.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.438","ug/m3","95.67","1","Background","Suburban","16.0791","47.0473","276.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.198&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60138","Graz Nord Gösting","SPO.06.138.272.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.259","ug/m3","95.63","1","Background","Suburban","15.4151","47.0944","355.0","Graz                                                                            ","AT002C1                                           ","269997","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.138&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60141","Leoben Göss","SPO.06.141.1431.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","22.259","ug/m3","95.67","1","Background","Suburban","15.1037","47.3591","554.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.141&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60180","Bruck an der Mur Flurgasse","SPO.06.180.57374.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.860","ug/m3","95.64","1","Background","Suburban","15.2533","47.4094","485.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.180&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60156","Masenberg","SPO.06.156.1816.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","3.030","ug/m3","95.54","1","Background","Rural","15.8822","47.3481","1180.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.156&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60179","Hartberg Zentrum","SPO.06.179.63909.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.414","ug/m3","95.65","1","Background","Suburban","15.9719","47.2829","349.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.179&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.05","Amt der Salzburger Landesregierung","AT56072","Zell am See Freizeitzentrum/Eishalle","SPO.05.6072.65698.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","17.440","ug/m3","95.64","1","Background","Suburban","12.7951","47.3266","775.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.05.6072&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60178","Weiz Bahnhofstraße","SPO.06.178.66010.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.515","ug/m3","94.83","1","Background","Suburban","15.6284","47.2157","459.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.178&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.07","Amt der Tiroler Landesregierung","AT72912","Lienz Tristacher-See-Straße, Tiefbrunnen ","SPO.07.2912.63959.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","12.222","ug/m3","95.50","1","Background","Rural","12.7660","46.8191","681.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.07.2912&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60170","Graz Süd Tiergartenweg","SPO.06.170.5941.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.591","ug/m3","95.42","1","Background","Suburban","15.4331","47.0417","345.0","Graz                                                                            ","AT002C1                                           ","269997","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.170&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.07","Amt der Tiroler Landesregierung","AT72552","Kufstein Zentrum Praxmarerstraße","SPO.07.2552.5563.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.885","ug/m3","95.66","1","Background","Urban","12.1724","47.5818","489.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.07.2552&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.08","Umweltinstitut des Landes Vorarlberg","AT80503","Sulzberg - Gmeind","SPO.08.0503.3637.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","5.290","ug/m3","94.85","1","Background","Rural","9.9267","47.5292","1033.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.08.0503&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT9JAEG","Hermannskogel","SPO.09.JAEG.820.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","8.856","ug/m3","94.67","1","Background","Suburban","16.2972","48.2702","488.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.09.JAEG&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.06","Amt der Steiermärkischen Landesregierung","AT60194","Mürzzuschlag Roseggerpark","SPO.06.194.55386.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.314","ug/m3","94.85","1","Background","Suburban","15.6731","47.6047","679.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.06.194&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT900ZA","Hohe Warte","SPO.09.ZA.1552.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","17.167","ug/m3","95.25","1","Background","Suburban","16.3571","48.2490","210.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.09.ZA&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT9GAUD","Gaudenzdorf","SPO.09.GAUD.1505.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","24.574","ug/m3","95.34","1","Background","Urban","16.3393","48.1871","179.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.09.GAUD&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.07","Amt der Tiroler Landesregierung","AT72538","Kramsach Angerberg","SPO.07.2538.3893.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","16.442","ug/m3","95.63","1","Background","Rural","11.9099","47.4587","602.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.07.2538&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.09","Gemeinde Wien - MA22 Umweltschutz","AT900KE","Kaiser-Ebersdorf","SPO.09.KE.1047.8.1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.959","ug/m3","89.53","1","Background","Suburban","16.4761","48.1567","158.0","Wien                                                                            ","AT001C1                                           ","1766746","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA.09.KE&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
